FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,0.032407952514
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,3,17.33604997237
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,162,1788.7580192753137
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,16,414.230732854778
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,42,130.126968296452
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,6,27.847470162268
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,25,3.9722449442636
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,10,114.1291022081958
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),2,600.212035691192
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,4,0.019180216794
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,118,1375.5356367144714
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,5,6.865635763204001
2025,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,485,1401.3190730412168
2025,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,21,78.11994273687819
2025,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,7,1.097571371367
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,7,28.298976874844
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,46,2012.783855324508
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,38,254.026980002714
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,18,273.197716919448
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,7,18.20356897334
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,105,276.2897883289028
2025,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,1,0.076720867176
2025,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Fentanyl,1,0.1322773572
2025,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,8,1.6502261697486
2025,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Methamphetamine,5,33.578166200696
2025,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,3,0.2645547144
2025,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,2,0.002645547144
2025,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,18,0.7325520041736
2025,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,1,0.1312411845686
2025,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.039462744898
2025,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.020723452628
2025,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,48,56.001603330978
2025,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,2,0.06283174467
2025,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,10,7.557005416836
2025,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,2,0.0385147571713999
2025,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.0200400196158
2025,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,146,78.53042142249599
2025,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,2,0.164464847452
2025,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,114,13.1932113297708
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,1,0.001322773572
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,1,0.009038952742
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ketamine,1,0.141757234466
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,1,0.000440924524
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,72,8.0927728059484
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,2,0.01322773572
2025,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,10,0.7994843469168
2025,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ecstasy,1,0.00440924524
2025,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ketamine,1,0.035714886444
2025,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,4,0.165787621024
2025,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,7,2.768785548458
2025,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,2,2.742771001542
2025,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,8,1.8613849242922
2025,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,10,4.4011101825322
2025,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Cocaine,1,0.0346566675864
2025,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,4,1.4182998701246
2025,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,7,254.145368237408
2025,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,1,2.039716848024
2025,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,18,63.7025044662214
2025,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,4,1.8494799621442
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,5,204.4126093264
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,7,1.874700844917
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,1,0.00220462262
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,56,0.3593975795124
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,10,143.56833194832998
2025,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,18,83.66445839504719
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,23,872.669771028237
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,3,0.0291451110364
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,1,15.6087281496
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,35,371.6609471597334
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,8,3470.864090327971
2025,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,32,43.7365601704534
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,16,844.63281355178
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,26,672.5022066490994
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,3,29.76240537
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,25,0.46517537282
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,47,3663.097548591122
2025,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,42,16.0614033121646
2025,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,3,24.6344311096538
2025,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,12,390.24245458882
2025,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,9,0.9514489841134
2025,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,16,687.8594755426623
2025,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,7,7.9286606981156
2025,NOV,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,2,0.073193470984
2025,NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,2,0.0640222408847999
2025,NOV,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,0.002866009406
2025,NOV,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,2,0.371699373732
2025,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Ecstasy,2,0.016314207388
2025,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,4,0.853299185071
2025,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.0001543235834
2025,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,1,2.8439631798
2025,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,10,74.1648
2025,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,1,0.0066
2025,NOV,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,1,0.0551
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0071
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other Drugs**,2,0.101
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Cocaine,2,0.0785
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Fentanyl,1,0.1779
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,6,16.3142
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Methamphetamine,2,0.0086
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,2,2.8322
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Marijuana,1,19.8816
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Other Drugs**,1,16.9951
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Fentanyl,1,0.4105
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,1,1.0225
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,1.1025
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,2,4.8876
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,2,1.0416
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,1,0.0033
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,1,0.0154
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Methamphetamine,1,0.002
2025,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0573
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,1,0.0031
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,80,1129.8556
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,0.0347
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,9,0.309
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0093
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,18,0.2744
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,2,0.0205
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,3,0.5105999999999999
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,1,0.0029
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Ecstasy,1,0.0064
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,5,10.2185
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0007
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,1,0.0277
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,3,0.3675
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,2,2.2641
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,1,27.2097
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,1,0.0
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,5,27.6028
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,4,0.1578
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,1,0.0044
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,10,271.9971
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0022
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.0084
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,3,53.5619
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,33,773.4542
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,3,0.0309
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,3,0.4423
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,2,68.591
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,6,79.27629999999999
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,0.0062
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,4,0.4258
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,4,89.4322
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,3,45.9103
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,5,147.9261
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,2,6.7026
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,11,0.536
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,14,124.9973
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,4,2.8815
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,1,0.0035
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,1,36.0011
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,6,0.1301
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,2,0.0186999999999999
2025,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,2,0.0147999999999999
2025,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,1,5.2249556094
2025,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Fentanyl,1,0.7275254646
2025,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,2,111.664135703
2025,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,12,10.072479826256
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,8,37.67259133056
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,1,0.061508971098
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,8,3.8590375727266
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Heroin,1,1.749808973494
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,1,0.00440924524
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,21,205.0287131637852
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,2,13.02491043896
2025,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,20,113.6823133880266
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,31,127.2628107734528
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,30,22.9243714819984
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,8,53.097674415914
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,5,2.3088792236998
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,21,263.4622797993376
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),3,106.4171338674
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,1,0.001322773572
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,537,3151.1578089405866
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,52,683.9275751923445
2025,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,400,1041.4597794135102
2025,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,4,38.8247491579982
2025,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Fentanyl,1,0.000220462262
2025,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,24,632.8770251564578
2025,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,21,23.1282329356698
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,5,61.98186264999
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,10,0.9364355040712
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,5,169.249098999662
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Khat (Catha Edulis),1,45.0183939004
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,10,0.125443027078
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,36,936.257811488028
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,14,140.019330454654
2025,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,134,217.3015827346108
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,17,37.082634317448
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,6,1.018756112702
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,3,0.338189109908
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,7,12.740293658718
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,1,0.00440924524
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,221,621.5081169985108
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,4,0.549391956904
2025,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,375,418.0137329933408
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,8,17.980461164196
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,2,5.291094288
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,1.208574120284
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,3,12.598536424252
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,2,20.172296973
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,121,678.3045970151298
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,12,303.656121650582
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,99,538.121705608298
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,9,51.562375223346
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,16,4.6958461806
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.007936641432
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,6,0.02094391489
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,7,26.811297530868
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),4,2892.46487744
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,1,0.000661386786
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,110,1140.032954183855
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,8,0.426263783577
2025,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,460,1283.544869839339
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,0.019621141318
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.000440924524
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,1,0.02425084882
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,24,1.2207436371464
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Methamphetamine,1,0.0110231131
2025,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,10,0.427035401494
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,8,15.731746091796
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,60,689.480843202315
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,29,469.66839371956
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,11,77.5996738447844
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,9,1467.215154968112
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,1,0.19400679056
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,76,180.7396141413282
2025,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,7,3.5119638336600003
2025,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Fentanyl,2,0.41005980732
2025,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ketamine,1,0.0103176338616
2025,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,10,58.3351743280218
2025,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,6,0.79256183189
2025,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,0.00110231131
2025,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,29,4.3679967507798
